shape_id,shape_pt_sequence,shape_pt_lat,shape_pt_lon,shape_dist_traveled
R1_0,127,10.0577,76.321646,6.943779231331281
R1_0,128,10.05724,76.321517,6.99684311367756
R1_0,129,10.056869,76.321441,7.0389273094286935
R1_0,130,10.056414,76.321379,7.089974424666895
R1_0,131,10.055935,76.321305,7.143849564133176
R1_0,132,10.055669,76.321267,7.1737186357799745
R1_0,133,10.055272,76.321148,7.219745648541681
R1_0,134,10.054971,76.321032,7.2555440429193006
R1_0,135,10.054513,76.320812,7.311880424737842
R1_0,136,10.054061,76.320602,7.3671500726503485
R1_0,137,10.053663,76.320414,7.415958361770901
R1_0,138,10.05349,76.320336,7.437005565054666
R1_0,139,10.053288,76.320259,7.460997001850144
R1_0,140,10.052058,76.319934,7.6023200749411615
R1_0,141,10.05112,76.319544,7.71502333316771
R1_0,142,10.050093,76.319227,7.834378572999347
R1_0,143,10.048751,76.318865,7.988776366925309
R1_0,144,10.046715,76.318239,8.225317434668682
R1_0,145,10.04523,76.317759,8.398603978369044
R1_0,146,10.04376,76.31731,8.569293617666291
R1_0,147,10.041889,76.316736,8.78662518237266
R1_0,148,10.041034,76.316475,8.885899101760025
R1_0,149,10.040284,76.31621,8.974198804792316
R1_0,150,10.03957,76.315904,9.060372206258288
R1_0,151,10.037996,76.315218,9.250830022235286
R1_0,152,10.037121,76.314805,9.358121025491101
R1_0,153,10.036553,76.314562,9.426655402814173
R1_0,154,10.036034,76.314328,9.48979756814738
R1_0,155,10.035815,76.314229,9.516452946606265
R1_0,156,10.0352,76.313944,9.591621439404243
R1_0,157,10.034925,76.313817,9.625213447312435
R1_0,158,10.034091,76.313456,9.726022716428945
R1_0,159,10.033675,76.313262,9.776924019278082
R1_0,160,10.03328,76.313053,9.82645017737952
R1_0,161,10.032542,76.312641,9.920094406132458
R1_0,162,10.032296,76.312496,9.951722115123406
R1_0,163,10.030994,76.311731,10.11898374886162
R1_0,164,10.029354,76.310736,10.331409821793722
R1_0,165,10.028661,76.310361,10.418725170239385
R1_0,166,10.028623,76.310339,10.42358901483197
R1_0,167,10.026627,76.309177,10.679417993924327
R1_0,168,10.025351,76.308433,10.84302729519213
R1_0,169,10.023842,76.307572,11.035492439369683
R1_0,170,10.021382,76.306136,11.351005174117772
R1_0,171,10.020246,76.305504,11.495037197091742
R1_0,172,10.019753,76.305215,11.558334604913634
R1_0,173,10.019279,76.30491,11.62073130638591
R1_0,174,10.018855,76.304527,11.68383146008534
R1_0,175,10.01843,76.304096,11.75061925840202
R1_0,176,10.018098,76.303725,11.805511754248762
R1_0,177,10.017925,76.303542,11.83328929558261
R1_0,178,10.01773,76.303368,11.862153971141533
R1_0,179,10.017515,76.303181,11.893631386250618
R1_0,180,10.017247,76.30299,11.930038424112226
R1_0,181,10.01721,76.302964,11.935041642423402
R1_0,182,10.017121,76.302905,11.946860104009303
R1_0,183,10.016763,76.302667,11.994439937176391
R1_0,184,10.016603,76.302562,12.01562295214787
R1_0,185,10.016421,76.302461,12.038685250329047
R1_0,186,10.016304,76.302413,12.052716686356277
R1_0,187,10.016189,76.302386,12.065841449739699
R1_0,188,10.015959,76.302348,12.091752604286444
R1_0,189,10.015708,76.302329,12.119740006253005
R1_0,190,10.015197,76.302301,12.176643352468796
R1_0,191,10.01479,76.302284,12.221938018341994
R1_0,192,10.014423,76.302271,12.262771433143774
R1_0,193,10.01423,76.302288,12.284312667122931
R1_0,194,10.014014,76.302333,12.308831060770181
R1_0,195,10.013249,76.302539,12.396835342072572
R1_0,196,10.011647,76.30299,12.581688813484876
R1_0,197,10.010632,76.303293,12.699327717420786
R1_0,198,10.009624,76.303623,12.817093422458468
R1_0,199,10.008211,76.304133,12.983842010185725
R1_0,200,10.00743,76.304402,13.075545036415773
R1_0,201,10.006974,76.304559,13.129085286453646
R1_0,202,10.006406,76.304763,13.19607821938934
R1_0,203,10.00575,76.304971,13.272495525309498
R1_0,204,10.005463,76.30506,13.30586347877175
R1_0,205,10.005268,76.305099,13.327963088356594
R1_0,206,10.005062,76.305125,13.351045535969144
R1_0,207,10.004718,76.305122,13.38929805422671
R1_0,208,10.004466,76.305086,13.417595156275882
R1_0,209,10.003951,76.304933,13.47726119133748
R1_0,210,10.003643,76.304823,13.513565808798678
R1_0,211,10.0034,76.304725,13.542639272209778
R1_0,212,10.00307,76.304555,13.58378565909263
R1_0,213,10.002772,76.304333,13.62488289233166
R1_0,214,10.002472,76.304083,13.668036672381799
R1_0,215,10.002186,76.303803,13.712212178601092
R1_0,216,10.002071,76.303698,13.729408782835712
R1_0,217,10.001963,76.303579,13.747129603045417
R1_0,218,10.001866,76.303441,13.765695697273339
R1_0,219,10.001761,76.303243,13.790321436410155
R1_0,220,10.001653,76.303008,13.818719362388459
R1_0,221,10.00157,76.302733,13.850215827613955
R1_0,222,10.001511,76.302424,13.884683077224585
R1_0,223,10.001297,76.301396,13.99974205986885
R1_0,224,10.001157,76.30062,14.086132390990102
R1_0,225,10.00108,76.300312,14.120929854613667
R1_0,226,10.000914,76.299996,14.16014884631885
R1_0,227,10.000457,76.299255,14.25589103481073
R1_0,228,9.999857,76.298319,14.378189329480174
R1_0,229,9.999673,76.298046,14.414415345329788
R1_0,230,9.999482,76.297769,14.451444564408012
R1_0,231,9.999211,76.297411,14.500890865212277
R1_0,232,9.998671,76.296815,14.58957597720284
R1_0,233,9.998164,76.296226,14.675240390527795
R1_0,234,9.997528,76.295447,14.786048188089994
R1_0,235,9.996914,76.294655,14.8964260997369
R1_0,236,9.996193,76.293627,15.0346295878218
R1_0,237,9.995893,76.293195,15.092515252359993
R1_0,238,9.995722,76.292969,15.123724870598942
R1_0,239,9.995547,76.292738,15.155639671640834
R1_0,240,9.995352,76.292502,15.18937470366111
R1_0,241,9.995129,76.292245,15.226883600489721
R1_0,242,9.994843,76.291931,15.273720615210966
R1_0,243,9.994372,76.291468,15.346615150509507
R1_0,244,9.993809,76.290927,15.43280639503389
R1_0,245,9.992975,76.290138,15.559555629827452
R1_0,246,9.992645,76.289814,15.610598300758795
R1_0,247,9.992362,76.289512,15.656248850538681
R1_0,248,9.992085,76.289204,15.701925118143008
R1_0,249,9.991603,76.288637,15.783948699986434
R1_0,250,9.991378,76.28836,15.82326905288363
R1_0,251,9.990939,76.287776,15.90372319996918
R1_0,252,9.990814,76.287633,15.92466170905843
R1_0,253,9.990659,76.287493,15.947729012817032
R1_0,254,9.99041,76.287293,15.983031850510864
R1_0,255,9.990193,76.287143,16.012221743857296
R1_0,256,9.989733,76.286811,16.074976265404604
R1_0,257,9.989445,76.286623,16.113047298523004
R1_0,258,9.9892,76.286466,16.14526170733046
R1_0,259,9.988971,76.286336,16.174434792116784
R1_0,260,9.988774,76.286228,16.19932909883117
R1_0,261,9.988569,76.286101,16.226031837691753
R1_0,262,9.988308,76.28593,16.26057080756194
R1_0,263,9.987975,76.285689,16.306041676816065
R1_0,264,9.987681,76.285425,16.349682802162697
R1_0,265,9.987452,76.285213,16.38414127777585
R1_0,266,9.987102,76.284793,16.44439159894984
R1_0,267,9.98687,76.284454,16.48959874206686
R1_0,268,9.98679,76.284336,16.505286801147136
R1_0,269,9.986622,76.284042,16.54250984057091
R1_0,270,9.986474,76.283727,16.580730060120555
R1_0,271,9.986341,76.283388,16.620691354538447
R1_0,272,9.986187,76.282952,16.671415752021982
R1_0,273,9.98605,76.282665,16.70634253058043
R1_0,274,9.985946,76.282502,16.72761135217766
R1_0,275,9.9858,76.282342,16.751497914522112
R1_0,276,9.985664,76.282229,16.77103823275562
R1_0,277,9.985538,76.282135,16.788423938594182
R1_0,278,9.985375,76.28206,16.808322848419632
R1_0,279,9.985205,76.282004,16.82819590529831
R1_0,280,9.985015,76.281961,16.849841395084177
R1_0,281,9.984788,76.281952,16.875101913312673
R1_0,282,9.984611,76.281966,16.89484306702439
R1_0,283,9.984417,76.282007,16.916877226370495
R1_0,284,9.984103,76.282117,16.953812120789266
R1_0,285,9.983446,76.282351,17.031231307427905
R1_0,286,9.98267,76.282619,17.122373397955236
R1_0,287,9.982231,76.282733,17.17275918614173
R1_0,288,9.981817,76.282875,17.22134954595904
R1_0,289,9.981585,76.282933,17.247917243424588
R1_0,290,9.980666,76.283072,17.351233066354634
R1_0,291,9.980197,76.283139,17.40389719333582
R1_0,292,9.979734,76.283208,17.455932096013434
R1_0,293,9.979424,76.283274,17.491152193078406
R1_0,294,9.979116,76.283375,17.527142085347293
R1_0,295,9.978738,76.283487,17.57092688011021
R1_0,296,9.978358,76.283606,17.61514504140987
R1_0,297,9.977722,76.283831,17.69003483291375
R1_0,298,9.977104,76.284054,17.762963903280433
R1_0,299,9.976658,76.284212,17.815488801746593
R1_0,300,9.976205,76.284346,17.867954275138715
R1_0,301,9.975732,76.284462,17.922061986280582
R1_0,302,9.975289,76.284565,17.972596406733924
R1_0,303,9.974702,76.284709,18.0397459754135
R1_0,304,9.974238,76.28483,18.093015005221535
R1_0,305,9.974096,76.284867,18.10931634447396
R1_0,306,9.973268,76.285056,18.203683796023732
R1_0,307,9.972916,76.285133,18.243722544306653
R1_0,308,9.972535,76.285244,18.28779740153943
R1_0,309,9.970461,76.28556,18.52099811235985
R1_0,310,9.970216,76.285612,18.54882976393102
R1_0,311,9.969983,76.28569,18.57611011874632
R1_0,312,9.969507,76.285856,18.63207406845767
R1_0,313,9.969239,76.285951,18.663638297793153
R1_0,314,9.969125,76.286016,18.67817655032582
R1_0,315,9.96901,76.286099,18.69386551864825
R1_0,316,9.968882,76.286219,18.71323787570092
R1_0,317,9.9688,76.286326,18.728085603138634
R1_0,318,9.968704,76.286491,18.749073254491098
R1_0,319,9.968648,76.286656,18.768186245848348
R1_0,320,9.968606,76.286815,18.78621474146074
R1_0,321,9.968602,76.287062,18.813268934157136
R1_0,322,9.968626,76.287527,18.86426390819677
R1_0,323,9.968611,76.287784,18.89245898433408
R1_0,324,9.968581,76.288015,18.917976246166496
R1_0,325,9.968527,76.288321,18.952021935297378
R1_0,326,9.968511,76.288555,18.977710448590134
R1_0,327,9.968522,76.288781,19.002491353017355
R1_0,328,9.968589,76.289247,19.05406689229491
R1_0,329,9.968639,76.289567,19.089550393784457
R1_0,330,9.968669,76.289858,19.121593755536715
R1_0,331,9.968672,76.290096,19.147660773995288
R1_0,332,9.968665,76.290222,19.161481765515866
R1_0,333,9.968619,76.290401,19.181741507394044
R1_0,334,9.968582,76.290513,19.19467894854645
R1_0,335,9.968485,76.290697,19.217535006390094
R1_0,336,9.968382,76.290829,19.235978271835403
R1_0,337,9.968272,76.290941,19.253300495466643
R1_0,338,9.968147,76.291036,19.27066245021921
R1_0,339,9.96803,76.291112,19.286106934862463
R1_0,340,9.967606,76.291293,19.337251283222063
R1_0,341,9.967146,76.291471,19.391989852132046
R1_0,342,9.966665,76.291642,19.44865856159507
R1_0,343,9.966336,76.291763,19.487567854538945
R1_0,344,9.966168,76.291835,19.507844644333662
R1_0,345,9.966065,76.291899,19.521272258362668
R1_0,346,9.965962,76.291968,19.534993660352484
R1_0,347,9.965826,76.29209,19.555173106817133
R1_0,348,9.965703,76.292232,19.575883200224737
R1_0,349,9.965605,76.292385,19.59587109159401
R1_0,350,9.965541,76.292534,19.613673459667265
R1_0,351,9.965475,76.292731,19.636462414009937
R1_0,352,9.96544,76.293308,19.69977368384977
R1_0,353,9.965557,76.293908,19.766759624326838
R1_0,354,9.965601,76.294144,19.793064720199006
R1_0,355,9.965784,76.294926,19.881091505069783
R1_0,356,9.965881,76.295328,19.92641941946841
R1_0,357,9.966016,76.295985,19.999921452290927
R1_0,358,9.966103,76.296452,20.051972857017095
R1_0,359,9.966178,76.296793,20.090238049435104
R1_0,360,9.966249,76.297106,20.12541431034029
R1_0,361,9.966333,76.297484,20.16785242295534
R1_0,362,9.966442,76.297822,20.206802935452636
R1_0,363,9.966581,76.298188,20.249762887812455
R1_0,364,9.966619,76.298286,20.26129736938652
R1_0,365,9.966676,76.298433,20.278599089564104
R1_0,366,9.96684,76.298858,20.328588701899353
R1_0,367,9.967007,76.299268,20.377178954837966
R1_0,368,9.967245,76.299823,20.443472232628416
R1_0,369,9.967414,76.300255,20.494378930863178
R1_0,370,9.967463,76.300435,20.514831061124717
R1_0,371,9.967498,76.300545,20.52749094480499
R1_0,372,9.967564,76.300885,20.565442951982142
R1_0,373,9.96762,76.301462,20.62894013988828
R1_0,374,9.967654,76.302074,20.696070881872064
R1_0,375,9.967715,76.302768,20.77237750109494
R1_0,376,9.967754,76.303517,20.85452001213502
R1_0,377,9.967813,76.304477,20.959860454161443
R1_0,378,9.967802,76.304922,21.008610691879714
R1_0,379,9.967717,76.305394,21.061159520985925
R1_0,380,9.967469,76.306062,21.13934151552782
R1_0,381,9.967202,76.306703,21.215561700861997
R1_0,382,9.967054,76.306982,21.25026686947173
R1_0,383,9.966967,76.307344,21.291075207158812
R1_0,384,9.966999,76.30761,21.32042320357081
R1_0,385,9.967126,76.308323,21.39977541239543
R1_0,386,9.967167,76.308478,21.417352066894058
R1_0,387,9.96725,76.308793,21.453063071483268
R1_0,388,9.967358,76.309152,21.4941727629493
R1_0,389,9.967435,76.309637,21.5479740410969
R1_0,390,9.96749,76.310217,21.611787475995932
R1_0,391,9.967604,76.31071,21.66724731808542
R1_0,392,9.96768,76.311204,21.722004598764425
R1_0,393,9.967789,76.311767,21.78484243015604
R1_0,394,9.967937,76.312462,21.862715238097262
R1_0,395,9.968143,76.313414,21.96946160188903
R1_0,396,9.968373,76.31449,22.090044646826925
R1_0,397,9.968518,76.315131,22.16207243044693
R1_0,398,9.968608,76.315646,22.219354323709965
R1_0,399,9.968774,76.316681,22.33419680068043
R1_0,400,9.968779,76.316794,22.346584623287438
R1_0,401,9.968703,76.317287,22.401233522211545
R1_0,402,9.968705,76.31822,22.503412479221613
R1_0,403,9.968829,76.319028,22.592969419329123
R1_0,404,9.968829,76.319404,22.634147535198593
R1_0,405,9.968734,76.31964,22.662068777890262
R1_0,406,9.968491,76.319972,22.70736899860559
R1_0,407,9.968311,76.320112,22.73258177606174
R1_0,408,9.968037,76.320241,22.766165335509108
R1_0,409,9.967603,76.320391,22.817143381574454
R1_0,410,9.967571,76.320404,22.820975882052196
R1_0,411,9.966526,76.320831,22.946231694335435
R1_0,412,9.966061,76.320981,23.000484304066575
R1_0,413,9.965448,76.320959,23.06868945781054
R1_0,414,9.96511,76.320874,23.107409084762082
R1_0,415,9.963975,76.320439,23.242307744090596
R1_0,416,9.963493,76.320294,23.298206868204336
R1_0,417,9.963028,76.320273,23.34996370482799
R1_0,418,9.962595,76.320359,23.39902375327147
R1_0,419,9.962183,76.320519,23.448072986205577
R1_0,420,9.961823,76.320777,23.497071034938703
R1_0,421,9.961549,76.32112,23.545438249950045
R1_0,422,9.961189,76.321678,23.618493239534835
R1_0,423,9.960031,76.323676,23.87238672772895
R1_0,424,9.959637,76.32434,23.957284944614173
R1_0,425,9.959358,76.324804,24.016823341134668
R1_0,426,9.959171,76.325075,24.053062243644213
R1_0,427,9.959009,76.325266,24.080667719489398
R1_0,428,9.95807,76.325943,24.208727714504757
R1_0,429,9.957448,76.32637,24.292217449568525
R1_0,430,9.95674,76.326754,24.381472636172965
R1_0,431,9.955904,76.327169,24.4849481628832
R1_0,432,9.955402,76.327448,24.548584240661437
R1_0,433,9.954712,76.327874,24.63838088851341
R1_0,434,9.954449,76.328045,24.673107983798207
R1_0,435,9.95426,76.328272,24.705661797807426
R1_0,436,9.954113,76.32861,24.746128145159417
R1_0,437,9.953959,76.329054,24.797682577343753
R1_0,438,9.953832,76.329416,24.83976922122004
R1_0,439,9.953689,76.329556,24.861858561407505
R1_0,440,9.952912,76.330047,24.96362530321092
R1_0,441,9.951989,76.330631,25.08455717343144
R1_0,442,9.951746,76.330785,25.11640960020935
R1_0,443,9.950877,76.331295,25.228020519947346
R1_0,444,9.950359,76.331598,25.29449542943052
R1_0,445,9.950263,76.33165,25.306594386481947
R1_0,446,9.950221,76.331805,25.324201057968978
R1_0,447,9.950294,76.33214,25.36177829084815
R1_0,448,9.951508,76.335225,25.72562287292818
R1_0,449,9.952925,76.339459,26.21537615803699
R1_0,450,9.953253,76.340438,26.328631076902468
R1_0,451,9.954009,76.34293,26.61421110364219
R1_0,452,9.95467,76.34592,26.94982643478854
R1_0,453,9.954839,76.346633,27.03014422033308
R1_0,454,9.955045,76.347481,27.125801035239665
R1_0,455,9.955362,76.348393,27.23172126790214
R1_0,456,9.955446,76.34901,27.299938062950062
R1_0,457,9.955489,76.34953,27.357089215622178
R1_0,458,9.955309,76.349745,27.387993332485784
R1_0,459,9.954669,76.350018,27.46518399751219
R1_0,460,9.95328,76.350683,27.635944762578124
R1_0,461,9.950801,76.35188,27.94118396240446
R1_0,462,9.951662,76.351488,28.046108531760915
R1_0,463,9.954062,76.350297,28.343149425628702
R1_0,464,9.955071,76.349863,28.464998552380663
R1_0,465,9.95543,76.349654,28.511014577830135
R1_0,466,9.955494,76.349326,28.547635506719775
R1_0,467,9.955404,76.348709,28.615946839926757
R1_0,468,9.955251,76.348017,28.69362127218711
R1_0,469,9.954955,76.347175,28.791535578512637
R1_1,1,9.950794,76.351869,0.0
R1_1,2,9.953449,76.350592,0.32667605387265974
R1_1,3,9.954199,76.350228,0.4191110197425836
R1_1,4,9.955166,76.349798,0.5364976121682214
R1_1,5,9.95533,76.349715,0.5568736692103373
R1_1,6,9.955409,76.349662,0.5674026426665265
R1_1,7,9.955462,76.349597,0.5766443668817504
R1_1,8,9.955481,76.349536,0.5836512320919007
R1_1,9,9.955496,76.349391,0.5996190907754892
R1_1,10,9.955486,76.349184,0.6223171376697142
R1_1,11,9.955438,76.348779,0.6669930123024536
R1_1,12,9.955343,76.348385,0.7114183778185895
R1_1,13,9.95523,76.347993,0.7561514814443829
R1_1,14,9.95496,76.347202,0.8478373216355796
R1_1,15,9.954725,76.346207,0.9598998641001738
R1_1,16,9.954648,76.345882,0.9965094870733311
R1_1,17,9.953923,76.342955,1.327059194064571
R1_1,18,9.953709,76.342251,1.4077506438378515
R1_1,19,9.953167,76.340466,1.612325301804267
R1_1,20,9.952838,76.339483,1.726030810408537
R1_1,21,9.952201,76.337579,1.9462615449321363
R1_1,22,9.951423,76.335257,2.2148830879949166
R1_1,23,9.950208,76.332167,2.579277548065606
R1_1,24,9.950129,76.331802,2.6202070523355565
R1_1,25,9.950187,76.331588,2.644516004556562
R1_1,26,9.950317,76.331518,2.660878578268725
R1_1,27,9.950558,76.331376,2.6918625107417355
R1_1,28,9.9517,76.330706,2.8385245077070804
R1_1,29,9.952484,76.33021,2.9412415554064912
R1_1,30,9.953633,76.329483,3.0917842814455203
R1_1,31,9.953755,76.329365,3.110520563483595
R1_1,32,9.95403,76.328577,3.2020804975741517
R1_1,33,9.954183,76.328223,3.244419477724059
R1_1,34,9.95439,76.327976,3.279938424794078
R1_1,35,9.954664,76.327796,3.316227530993395
R1_1,36,9.955376,76.327401,3.4064468414414186
R1_1,37,9.955888,76.327132,3.4705498333501024
R1_1,38,9.956724,76.326723,3.573738412507658
R1_1,39,9.957431,76.326344,3.6626385434048667
R1_1,40,9.958039,76.325915,3.7449681064476716
R1_1,41,9.958972,76.325252,3.8715993386551797
R1_1,42,9.959134,76.325049,3.900213540385007
R1_1,43,9.959317,76.324773,3.936652037099696
R1_1,44,9.959601,76.324314,3.996017618694897
R1_1,45,9.959993,76.323654,4.080425846545807
R1_1,46,9.961152,76.321655,4.334470142368328
R1_1,47,9.961513,76.321094,4.407860959994368
R1_1,48,9.961793,76.320744,4.457243865983836
R1_1,49,9.962162,76.32048,4.507438463071799
R1_1,50,9.962583,76.320316,4.557578939534427
R1_1,51,9.963025,76.320228,4.60766318438293
R1_1,52,9.963501,76.32025,4.660646853874939
R1_1,53,9.963989,76.320397,4.717247888826095
R1_1,54,9.965123,76.320831,4.852003855312215
R1_1,55,9.965454,76.320915,4.889941702855343
R1_1,56,9.966055,76.320936,4.956809508733587
R1_1,57,9.966511,76.320789,5.010008859888714
R1_1,58,9.967546,76.320366,5.1340695747510265
R1_1,59,9.967588,76.320349,5.139097192949253
R1_1,60,9.968021,76.320199,5.189969988413537
R1_1,61,9.968289,76.320073,5.222810075673569
R1_1,62,9.96846,76.319941,5.246695774492458
R1_1,63,9.968696,76.319618,5.29074062653928
R1_1,64,9.968786,76.319395,5.317133652551372
R1_1,65,9.968786,76.319032,5.356888062210485
R1_1,66,9.968662,76.318224,5.446445013851414
R1_1,67,9.968659,76.317284,5.549390897213703
R1_1,68,9.968736,76.316791,5.604057108685521
R1_1,69,9.968731,76.316686,5.61556975252431
R1_1,70,9.968649,76.316177,5.672054347157286
R1_1,71,9.968565,76.315653,5.730196073590333
R1_1,72,9.968475,76.315139,5.787370145322286
R1_1,73,9.96833,76.314499,5.859291204821478
R1_1,74,9.9681,76.313423,5.979874264949157
R1_1,75,9.967894,76.312471,6.086620642172442
R1_1,76,9.967746,76.311776,6.164493459926185
R1_1,77,9.967638,76.311212,6.2274174466331225
R1_1,78,9.967561,76.310719,6.282083837708311
R1_1,79,9.967447,76.310224,6.337756944495799
R1_1,80,9.967392,76.309643,6.40167940122891
R1_1,81,9.967316,76.309162,6.455030521276191
R1_1,82,9.967208,76.308805,6.495930788098226
R1_1,83,9.967125,76.30849,6.531641796980521
R1_1,84,9.967083,76.308333,6.54945890441648
