trip_id,stop_sequence,stop_id,arrival_time,departure_time,timepoint,shape_dist_traveled
WE_101,23,CPPY,16:55:39,16:55:59,1,25.05
WE_101,24,PNCU,16:57:24,16:57:44,1,26.01
WE_101,25,ALVA,16:59:44,16:59:44,1,27.74
WE_102,1,ALVA,16:59:44,17:04:10,1,0.14
WE_102,2,PNCU,17:06:10,17:06:30,1,1.87
WE_102,3,CPPY,17:07:57,17:08:17,1,2.83
WE_102,4,ATTK,17:09:43,17:10:03,1,3.82
WE_102,5,MUTT,17:11:29,17:11:59,1,4.76
WE_102,6,KLMT,17:14:25,17:14:45,1,6.81
WE_102,7,CCUV,17:16:34,17:16:54,1,8.2
WE_102,8,PDPM,17:18:38,17:19:08,1,9.44
WE_102,9,EDAP,17:21:00,17:21:30,1,10.83
WE_102,10,CGPP,17:23:22,17:23:42,1,12.13
WE_102,11,PARV,17:25:14,17:25:34,1,13.15
WE_102,12,JLSD,17:27:19,17:27:39,1,14.25
WE_102,13,KALR,17:29:08,17:29:28,1,15.3
WE_102,14,TNHL,17:30:25,17:30:45,1,15.77
WE_102,15,MGRD,17:32:43,17:33:13,1,16.97
WE_102,16,MACE,17:34:53,17:35:13,1,18.15
WE_102,17,ERSH,17:37:06,17:37:36,1,19.02
WE_102,18,KVTR,17:39:39,17:39:59,1,20.18
WE_102,19,EMKM,17:41:46,17:42:06,1,21.35
WE_102,20,VYTA,17:44:08,17:44:28,1,22.75
WE_102,21,THYK,17:46:08,17:46:28,1,23.8
WE_102,22,PETT,17:48:26,17:48:46,1,24.94
WE_102,23,VAKK,17:50:47,17:51:07,1,26.14
WE_102,24,SNJN,17:52:25,17:52:45,1,26.87
WE_102,25,TPHT,17:54:48,17:54:48,1,27.87
WE_103,1,TPHT,16:14:53,16:18:51,1,0.0
WE_103,2,SNJN,16:20:33,16:20:53,1,0.99
WE_103,3,VAKK,16:22:11,16:22:31,1,1.72
WE_103,4,PETT,16:24:39,16:24:59,1,2.94
WE_103,5,THYK,16:26:52,16:27:12,1,4.08
WE_103,6,VYTA,16:28:46,16:29:06,1,5.13
WE_103,7,EMKM,16:31:12,16:31:32,1,6.52
WE_103,8,KVTR,16:33:13,16:33:33,1,7.69
WE_103,9,ERSH,16:35:43,16:36:13,1,8.85
WE_103,10,MACE,16:38:07,16:38:27,1,9.73
WE_103,11,MGRD,16:40:07,16:40:37,1,10.91
WE_103,12,TNHL,16:42:24,16:42:44,1,12.12
WE_103,13,KALR,16:43:44,16:44:04,1,12.58
WE_103,14,JLSD,16:45:36,16:45:56,1,13.64
WE_103,15,PARV,16:47:35,16:47:55,1,14.73
WE_103,16,CGPP,16:49:26,16:49:46,1,15.75
WE_103,17,EDAP,16:51:32,16:52:02,1,17.05
WE_103,18,PDPM,16:53:54,16:54:14,1,18.44
WE_103,19,CCUV,16:55:52,16:56:22,1,19.69
WE_103,20,KLMT,16:58:11,16:58:31,1,21.07
WE_103,21,MUTT,17:00:59,17:01:29,1,23.12
WE_103,22,ATTK,17:02:56,17:03:16,1,24.06
WE_103,23,CPPY,17:04:44,17:05:04,1,25.05
WE_103,24,PNCU,17:06:29,17:06:49,1,26.01
WE_103,25,ALVA,17:08:49,17:08:49,1,27.74
WE_104,1,ALVA,17:08:49,17:13:15,1,0.14
WE_104,2,PNCU,17:15:15,17:15:35,1,1.87
WE_104,3,CPPY,17:17:02,17:17:22,1,2.83
WE_104,4,ATTK,17:18:48,17:19:08,1,3.82
WE_104,5,MUTT,17:20:34,17:21:04,1,4.76
WE_104,6,KLMT,17:23:30,17:23:50,1,6.81
WE_104,7,CCUV,17:25:39,17:25:59,1,8.2
WE_104,8,PDPM,17:27:43,17:28:13,1,9.44
WE_104,9,EDAP,17:30:05,17:30:35,1,10.83
WE_104,10,CGPP,17:32:27,17:32:47,1,12.13
WE_104,11,PARV,17:34:19,17:34:39,1,13.15
WE_104,12,JLSD,17:36:24,17:36:44,1,14.25
WE_104,13,KALR,17:38:13,17:38:33,1,15.3
WE_104,14,TNHL,17:39:30,17:39:50,1,15.77
WE_104,15,MGRD,17:41:48,17:42:18,1,16.97
WE_104,16,MACE,17:43:58,17:44:18,1,18.15
WE_104,17,ERSH,17:46:11,17:46:41,1,19.02
WE_104,18,KVTR,17:48:44,17:49:04,1,20.18
WE_104,19,EMKM,17:50:51,17:51:11,1,21.35
WE_104,20,VYTA,17:53:13,17:53:33,1,22.75
WE_104,21,THYK,17:55:13,17:55:33,1,23.8
WE_104,22,PETT,17:57:31,17:57:51,1,24.94
WE_104,23,VAKK,17:59:52,18:00:12,1,26.14
WE_104,24,SNJN,18:01:30,18:01:50,1,26.87
WE_104,25,TPHT,18:03:53,18:03:53,1,27.87
WE_105,1,TPHT,16:23:58,16:27:56,1,0.0
WE_105,2,SNJN,16:29:38,16:29:58,1,0.99
WE_105,3,VAKK,16:31:16,16:31:36,1,1.72
WE_105,4,PETT,16:33:44,16:34:04,1,2.94
WE_105,5,THYK,16:35:57,16:36:17,1,4.08
WE_105,6,VYTA,16:37:51,16:38:11,1,5.13
WE_105,7,EMKM,16:40:17,16:40:37,1,6.52
WE_105,8,KVTR,16:42:18,16:42:38,1,7.69
WE_105,9,ERSH,16:44:48,16:45:18,1,8.85
WE_105,10,MACE,16:47:12,16:47:32,1,9.73
WE_105,11,MGRD,16:49:12,16:49:42,1,10.91
WE_105,12,TNHL,16:51:29,16:51:49,1,12.12
WE_105,13,KALR,16:52:49,16:53:09,1,12.58
WE_105,14,JLSD,16:54:41,16:55:01,1,13.64
WE_105,15,PARV,16:56:40,16:57:00,1,14.73
WE_105,16,CGPP,16:58:31,16:58:51,1,15.75
WE_105,17,EDAP,17:00:37,17:01:07,1,17.05
WE_105,18,PDPM,17:02:59,17:03:19,1,18.44
WE_105,19,CCUV,17:04:57,17:05:27,1,19.69
WE_105,20,KLMT,17:07:16,17:07:36,1,21.07
WE_105,21,MUTT,17:10:04,17:10:34,1,23.12
WE_105,22,ATTK,17:12:01,17:12:21,1,24.06
WE_105,23,CPPY,17:13:49,17:14:09,1,25.05
WE_105,24,PNCU,17:15:34,17:15:54,1,26.01
WE_105,25,ALVA,17:17:54,17:17:54,1,27.74
WE_106,1,ALVA,17:17:54,17:22:20,1,0.14
WE_106,2,PNCU,17:24:20,17:24:40,1,1.87
WE_106,3,CPPY,17:26:07,17:26:27,1,2.83
WE_106,4,ATTK,17:27:53,17:28:13,1,3.82
WE_106,5,MUTT,17:29:39,17:30:09,1,4.76
WE_106,6,KLMT,17:32:35,17:32:55,1,6.81
WE_106,7,CCUV,17:34:44,17:35:04,1,8.2
WE_106,8,PDPM,17:36:48,17:37:18,1,9.44
WE_106,9,EDAP,17:39:10,17:39:40,1,10.83
WE_106,10,CGPP,17:41:32,17:41:52,1,12.13
WE_106,11,PARV,17:43:24,17:43:44,1,13.15
WE_106,12,JLSD,17:45:29,17:45:49,1,14.25
WE_106,13,KALR,17:47:18,17:47:38,1,15.3
WE_106,14,TNHL,17:48:35,17:48:55,1,15.77
WE_106,15,MGRD,17:50:53,17:51:23,1,16.97
WE_106,16,MACE,17:53:03,17:53:23,1,18.15
WE_106,17,ERSH,17:55:16,17:55:46,1,19.02
WE_106,18,KVTR,17:57:49,17:58:09,1,20.18
WE_106,19,EMKM,17:59:56,18:00:16,1,21.35
WE_106,20,VYTA,18:02:18,18:02:38,1,22.75
WE_106,21,THYK,18:04:18,18:04:38,1,23.8
WE_106,22,PETT,18:06:36,18:06:56,1,24.94
WE_106,23,VAKK,18:08:57,18:09:17,1,26.14
WE_106,24,SNJN,18:10:35,18:10:55,1,26.87
WE_106,25,TPHT,18:12:58,18:12:58,1,27.87
WE_107,1,TPHT,16:33:03,16:37:01,1,0.0
WE_107,2,SNJN,16:38:43,16:39:03,1,0.99
WE_107,3,VAKK,16:40:21,16:40:41,1,1.72
WE_107,4,PETT,16:42:49,16:43:09,1,2.94
WE_107,5,THYK,16:45:02,16:45:22,1,4.08
WE_107,6,VYTA,16:46:56,16:47:16,1,5.13
WE_107,7,EMKM,16:49:22,16:49:42,1,6.52
WE_107,8,KVTR,16:51:23,16:51:43,1,7.69
WE_107,9,ERSH,16:53:53,16:54:23,1,8.85
WE_107,10,MACE,16:56:17,16:56:37,1,9.73
WE_107,11,MGRD,16:58:17,16:58:47,1,10.91
WE_107,12,TNHL,17:00:34,17:00:54,1,12.12
WE_107,13,KALR,17:01:54,17:02:14,1,12.58
WE_107,14,JLSD,17:03:46,17:04:06,1,13.64
WE_107,15,PARV,17:05:45,17:06:05,1,14.73
WE_107,16,CGPP,17:07:36,17:07:56,1,15.75
WE_107,17,EDAP,17:09:42,17:10:12,1,17.05
WE_107,18,PDPM,17:12:04,17:12:24,1,18.44
WE_107,19,CCUV,17:14:02,17:14:32,1,19.69
WE_107,20,KLMT,17:16:21,17:16:41,1,21.07
WE_107,21,MUTT,17:19:09,17:19:39,1,23.12
WE_107,22,ATTK,17:21:06,17:21:26,1,24.06
WE_107,23,CPPY,17:22:54,17:23:14,1,25.05
WE_107,24,PNCU,17:24:39,17:24:59,1,26.01
WE_107,25,ALVA,17:26:59,17:26:59,1,27.74
WE_108,1,ALVA,17:26:59,17:31:25,1,0.14
WE_108,2,PNCU,17:33:25,17:33:45,1,1.87
WE_108,3,CPPY,17:35:12,17:35:32,1,2.83
WE_108,4,ATTK,17:36:58,17:37:18,1,3.82
WE_108,5,MUTT,17:38:44,17:39:14,1,4.76
WE_108,6,KLMT,17:41:40,17:42:00,1,6.81
WE_108,7,CCUV,17:43:49,17:44:09,1,8.2
WE_108,8,PDPM,17:45:53,17:46:23,1,9.44
WE_108,9,EDAP,17:48:15,17:48:45,1,10.83
WE_108,10,CGPP,17:50:37,17:50:57,1,12.13
WE_108,11,PARV,17:52:29,17:52:49,1,13.15
WE_108,12,JLSD,17:54:34,17:54:54,1,14.25
WE_108,13,KALR,17:56:23,17:56:43,1,15.3
WE_108,14,TNHL,17:57:40,17:58:00,1,15.77
WE_108,15,MGRD,17:59:58,18:00:28,1,16.97
WE_108,16,MACE,18:02:08,18:02:28,1,18.15
WE_108,17,ERSH,18:04:21,18:04:51,1,19.02
WE_108,18,KVTR,18:06:54,18:07:14,1,20.18
WE_108,19,EMKM,18:09:01,18:09:21,1,21.35
WE_108,20,VYTA,18:11:23,18:11:43,1,22.75
WE_108,21,THYK,18:13:23,18:13:43,1,23.8
WE_108,22,PETT,18:15:41,18:16:01,1,24.94
WE_108,23,VAKK,18:18:02,18:18:22,1,26.14
WE_108,24,SNJN,18:19:40,18:20:00,1,26.87
WE_108,25,TPHT,18:22:03,18:22:03,1,27.87
WE_109,1,TPHT,16:42:08,16:46:06,1,0.0
WE_109,2,SNJN,16:47:48,16:48:08,1,0.99
WE_109,3,VAKK,16:49:26,16:49:46,1,1.72
WE_109,4,PETT,16:51:54,16:52:14,1,2.94
WE_109,5,THYK,16:54:07,16:54:27,1,4.08
WE_109,6,VYTA,16:56:01,16:56:21,1,5.13
WE_109,7,EMKM,16:58:27,16:58:47,1,6.52
WE_109,8,KVTR,17:00:28,17:00:48,1,7.69
WE_109,9,ERSH,17:02:58,17:03:28,1,8.85
WE_109,10,MACE,17:05:22,17:05:42,1,9.73
WE_109,11,MGRD,17:07:22,17:07:52,1,10.91
WE_109,12,TNHL,17:09:39,17:09:59,1,12.12
WE_109,13,KALR,17:10:59,17:11:19,1,12.58
WE_109,14,JLSD,17:12:51,17:13:11,1,13.64
WE_109,15,PARV,17:14:50,17:15:10,1,14.73
WE_109,16,CGPP,17:16:41,17:17:01,1,15.75
WE_109,17,EDAP,17:18:47,17:19:17,1,17.05
WE_109,18,PDPM,17:21:09,17:21:29,1,18.44
WE_109,19,CCUV,17:23:07,17:23:37,1,19.69
WE_109,20,KLMT,17:25:26,17:25:46,1,21.07
WE_109,21,MUTT,17:28:14,17:28:44,1,23.12
WE_109,22,ATTK,17:30:11,17:30:31,1,24.06
WE_109,23,CPPY,17:31:59,17:32:19,1,25.05
WE_109,24,PNCU,17:33:44,17:34:04,1,26.01
WE_109,25,ALVA,17:36:04,17:36:04,1,27.74
WE_11,1,ALVA,09:51:58,09:57:15,1,0.14
WE_11,2,PNCU,09:59:15,09:59:35,1,1.87
WE_11,3,CPPY,10:01:02,10:01:22,1,2.83
WE_11,4,ATTK,10:02:48,10:03:08,1,3.82
WE_11,5,MUTT,10:04:34,10:05:04,1,4.76
WE_11,6,KLMT,10:07:30,10:07:50,1,6.81
WE_11,7,CCUV,10:09:39,10:09:59,1,8.2
WE_11,8,PDPM,10:11:43,10:12:13,1,9.44
WE_11,9,EDAP,10:14:05,10:14:35,1,10.83
WE_11,10,CGPP,10:16:27,10:16:47,1,12.13
WE_11,11,PARV,10:18:19,10:18:39,1,13.15
WE_11,12,JLSD,10:20:24,10:20:44,1,14.25
WE_11,13,KALR,10:22:13,10:22:33,1,15.3
WE_11,14,TNHL,10:23:30,10:23:50,1,15.77
WE_11,15,MGRD,10:25:48,10:26:18,1,16.97
WE_11,16,MACE,10:27:58,10:28:18,1,18.15
WE_11,17,ERSH,10:30:11,10:30:41,1,19.02
WE_11,18,KVTR,10:32:44,10:33:04,1,20.18
WE_11,19,EMKM,10:34:51,10:35:11,1,21.35
WE_11,20,VYTA,10:37:13,10:37:33,1,22.75
WE_11,21,THYK,10:39:13,10:39:33,1,23.8
WE_11,22,PETT,10:41:31,10:41:51,1,24.94
WE_11,23,VAKK,10:43:52,10:44:12,1,26.14
WE_11,24,SNJN,10:45:30,10:45:50,1,26.87
WE_11,25,TPHT,10:47:53,10:47:53,1,27.87
WE_110,1,ALVA,17:36:04,17:40:30,1,0.14
WE_110,2,PNCU,17:42:30,17:42:50,1,1.87
WE_110,3,CPPY,17:44:17,17:44:37,1,2.83
WE_110,4,ATTK,17:46:03,17:46:23,1,3.82
WE_110,5,MUTT,17:47:49,17:48:19,1,4.76
WE_110,6,KLMT,17:50:45,17:51:05,1,6.81
WE_110,7,CCUV,17:52:54,17:53:14,1,8.2
WE_110,8,PDPM,17:54:58,17:55:28,1,9.44
WE_110,9,EDAP,17:57:20,17:57:50,1,10.83
WE_110,10,CGPP,17:59:42,18:00:02,1,12.13
WE_110,11,PARV,18:01:34,18:01:54,1,13.15
WE_110,12,JLSD,18:03:39,18:03:59,1,14.25
WE_110,13,KALR,18:05:28,18:05:48,1,15.3
WE_110,14,TNHL,18:06:45,18:07:05,1,15.77
WE_110,15,MGRD,18:09:03,18:09:33,1,16.97
WE_110,16,MACE,18:11:13,18:11:33,1,18.15
WE_110,17,ERSH,18:13:26,18:13:56,1,19.02
WE_110,18,KVTR,18:15:59,18:16:19,1,20.18
WE_110,19,EMKM,18:18:06,18:18:26,1,21.35
WE_110,20,VYTA,18:20:28,18:20:48,1,22.75
WE_110,21,THYK,18:22:28,18:22:48,1,23.8
WE_110,22,PETT,18:24:46,18:25:06,1,24.94
WE_110,23,VAKK,18:27:07,18:27:27,1,26.14
WE_110,24,SNJN,18:28:45,18:29:05,1,26.87
WE_110,25,TPHT,18:31:08,18:31:08,1,27.87
WE_111,1,TPHT,16:51:13,16:55:11,1,0.0
WE_111,2,SNJN,16:56:53,16:57:13,1,0.99
WE_111,3,VAKK,16:58:31,16:58:51,1,1.72
WE_111,4,PETT,17:00:59,17:01:19,1,2.94
WE_111,5,THYK,17:03:12,17:03:32,1,4.08
WE_111,6,VYTA,17:05:06,17:05:26,1,5.13
WE_111,7,EMKM,17:07:32,17:07:52,1,6.52
WE_111,8,KVTR,17:09:33,17:09:53,1,7.69
WE_111,9,ERSH,17:12:03,17:12:33,1,8.85
WE_111,10,MACE,17:14:27,17:14:47,1,9.73
WE_111,11,MGRD,17:16:27,17:16:57,1,10.91
WE_111,12,TNHL,17:18:44,17:19:04,1,12.12
WE_111,13,KALR,17:20:04,17:20:24,1,12.58
WE_111,14,JLSD,17:21:56,17:22:16,1,13.64
WE_111,15,PARV,17:23:55,17:24:15,1,14.73
WE_111,16,CGPP,17:25:46,17:26:06,1,15.75
WE_111,17,EDAP,17:27:52,17:28:22,1,17.05
WE_111,18,PDPM,17:30:14,17:30:34,1,18.44
WE_111,19,CCUV,17:32:12,17:32:42,1,19.69
WE_111,20,KLMT,17:34:31,17:34:51,1,21.07
WE_111,21,MUTT,17:37:19,17:37:49,1,23.12
WE_111,22,ATTK,17:39:16,17:39:36,1,24.06
WE_111,23,CPPY,17:41:04,17:41:24,1,25.05
WE_111,24,PNCU,17:42:49,17:43:09,1,26.01
WE_111,25,ALVA,17:45:09,17:45:09,1,27.74
WE_112,1,ALVA,17:45:09,17:49:35,1,0.14
WE_112,2,PNCU,17:51:35,17:51:55,1,1.87
WE_112,3,CPPY,17:53:22,17:53:42,1,2.83
WE_112,4,ATTK,17:55:08,17:55:28,1,3.82
WE_112,5,MUTT,17:56:54,17:57:24,1,4.76
WE_112,6,KLMT,17:59:50,18:00:10,1,6.81
WE_112,7,CCUV,18:01:59,18:02:19,1,8.2
WE_112,8,PDPM,18:04:03,18:04:33,1,9.44
WE_112,9,EDAP,18:06:25,18:06:55,1,10.83
WE_112,10,CGPP,18:08:47,18:09:07,1,12.13
WE_112,11,PARV,18:10:39,18:10:59,1,13.15
WE_112,12,JLSD,18:12:44,18:13:04,1,14.25
WE_112,13,KALR,18:14:33,18:14:53,1,15.3
WE_112,14,TNHL,18:15:50,18:16:10,1,15.77
WE_112,15,MGRD,18:18:08,18:18:38,1,16.97
WE_112,16,MACE,18:20:18,18:20:38,1,18.15
WE_112,17,ERSH,18:22:31,18:23:01,1,19.02
WE_112,18,KVTR,18:25:04,18:25:24,1,20.18
WE_112,19,EMKM,18:27:11,18:27:31,1,21.35
WE_112,20,VYTA,18:29:33,18:29:53,1,22.75
WE_112,21,THYK,18:31:33,18:31:53,1,23.8
WE_112,22,PETT,18:33:51,18:34:11,1,24.94
WE_112,23,VAKK,18:36:12,18:36:32,1,26.14
WE_112,24,SNJN,18:37:50,18:38:10,1,26.87
WE_112,25,TPHT,18:40:13,18:40:13,1,27.87
WE_113,1,TPHT,17:00:18,17:04:16,1,0.0
WE_113,2,SNJN,17:05:58,17:06:18,1,0.99
WE_113,3,VAKK,17:07:36,17:07:56,1,1.72
WE_113,4,PETT,17:10:04,17:10:24,1,2.94
WE_113,5,THYK,17:12:17,17:12:37,1,4.08
WE_113,6,VYTA,17:14:11,17:14:31,1,5.13
WE_113,7,EMKM,17:16:37,17:16:57,1,6.52
WE_113,8,KVTR,17:18:38,17:18:58,1,7.69
WE_113,9,ERSH,17:21:08,17:21:38,1,8.85
WE_113,10,MACE,17:23:32,17:23:52,1,9.73
WE_113,11,MGRD,17:25:32,17:26:02,1,10.91
WE_113,12,TNHL,17:27:49,17:28:09,1,12.12
WE_113,13,KALR,17:29:09,17:29:29,1,12.58
WE_113,14,JLSD,17:31:01,17:31:21,1,13.64
WE_113,15,PARV,17:33:00,17:33:20,1,14.73
WE_113,16,CGPP,17:34:51,17:35:11,1,15.75
WE_113,17,EDAP,17:36:57,17:37:27,1,17.05
WE_113,18,PDPM,17:39:19,17:39:39,1,18.44
WE_113,19,CCUV,17:41:17,17:41:47,1,19.69
WE_113,20,KLMT,17:43:36,17:43:56,1,21.07
WE_113,21,MUTT,17:46:24,17:46:54,1,23.12
WE_113,22,ATTK,17:48:21,17:48:41,1,24.06
WE_113,23,CPPY,17:50:09,17:50:29,1,25.05
WE_113,24,PNCU,17:51:54,17:52:14,1,26.01
WE_113,25,ALVA,17:54:14,17:54:14,1,27.74
WE_114,1,ALVA,17:54:14,17:58:40,1,0.14
WE_114,2,PNCU,18:00:40,18:01:00,1,1.87
WE_114,3,CPPY,18:02:27,18:02:47,1,2.83
WE_114,4,ATTK,18:04:13,18:04:33,1,3.82
WE_114,5,MUTT,18:05:59,18:06:29,1,4.76
WE_114,6,KLMT,18:08:55,18:09:15,1,6.81
WE_114,7,CCUV,18:11:04,18:11:24,1,8.2
WE_114,8,PDPM,18:13:08,18:13:38,1,9.44
WE_114,9,EDAP,18:15:30,18:16:00,1,10.83
WE_114,10,CGPP,18:17:52,18:18:12,1,12.13
WE_114,11,PARV,18:19:44,18:20:04,1,13.15
WE_114,12,JLSD,18:21:49,18:22:09,1,14.25
WE_114,13,KALR,18:23:38,18:23:58,1,15.3
WE_114,14,TNHL,18:24:55,18:25:15,1,15.77
WE_114,15,MGRD,18:27:13,18:27:43,1,16.97
WE_114,16,MACE,18:29:23,18:29:43,1,18.15
WE_114,17,ERSH,18:31:36,18:32:06,1,19.02
WE_114,18,KVTR,18:34:09,18:34:29,1,20.18
WE_114,19,EMKM,18:36:16,18:36:36,1,21.35
WE_114,20,VYTA,18:38:38,18:38:58,1,22.75
WE_114,21,THYK,18:40:38,18:40:58,1,23.8
WE_114,22,PETT,18:42:56,18:43:16,1,24.94
WE_114,23,VAKK,18:45:17,18:45:37,1,26.14
WE_114,24,SNJN,18:46:55,18:47:15,1,26.87
WE_114,25,TPHT,18:49:18,18:49:18,1,27.87
WE_115,1,TPHT,17:09:23,17:13:21,1,0.0
WE_115,2,SNJN,17:15:03,17:15:23,1,0.99
WE_115,3,VAKK,17:16:41,17:17:01,1,1.72
WE_115,4,PETT,17:19:09,17:19:29,1,2.94
WE_115,5,THYK,17:21:22,17:21:42,1,4.08
WE_115,6,VYTA,17:23:16,17:23:36,1,5.13
WE_115,7,EMKM,17:25:42,17:26:02,1,6.52
WE_115,8,KVTR,17:27:43,17:28:03,1,7.69
WE_115,9,ERSH,17:30:13,17:30:43,1,8.85
WE_115,10,MACE,17:32:37,17:32:57,1,9.73
WE_115,11,MGRD,17:34:37,17:35:07,1,10.91
WE_115,12,TNHL,17:36:54,17:37:14,1,12.12
WE_115,13,KALR,17:38:14,17:38:34,1,12.58
WE_115,14,JLSD,17:40:06,17:40:26,1,13.64
WE_115,15,PARV,17:42:05,17:42:25,1,14.73
WE_115,16,CGPP,17:43:56,17:44:16,1,15.75
WE_115,17,EDAP,17:46:02,17:46:32,1,17.05
WE_115,18,PDPM,17:48:24,17:48:44,1,18.44
WE_115,19,CCUV,17:50:22,17:50:52,1,19.69
WE_115,20,KLMT,17:52:41,17:53:01,1,21.07
